mode,label,broker,port,transport,tls,topic,seq,t_pub_ns,t_recv_ns,latency_s,qos,client_id,sent_known
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,106,102004228213300,102004407352900,0.1791396,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,107,102004278894700,102004480744500,0.2018498,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,108,102004329557000,102004480923400,0.1513664,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,109,102004380021600,102004553948400,0.1739268,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,110,102004430915000,102004627163300,0.1962483,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,111,102004481706000,102004700244000,0.218538,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,112,102004532226100,102004700407600,0.1681815,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,113,102004583143400,102004772789700,0.1896463,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,114,102004633873700,102004846775900,0.2129022,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,115,102004684414700,102004846958400,0.1625437,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,116,102004735108100,102004919233600,0.1841255,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,117,102004785770300,102004992552900,0.2067826,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,118,102004836724900,102004992738100,0.1560132,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,119,102004887493100,102005065539800,0.1780467,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,120,102004938498000,102005138664800,0.2001668,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,121,102004989392000,102005138818400,0.1494264,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,122,102005040142400,102005212018300,0.1718759,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,123,102005090770700,102005284794800,0.1940241,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,124,102005141480400,102005358290200,0.2168098,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,125,102005192021200,102005358471500,0.1664503,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,126,102005242949900,102005431237400,0.1882875,0,latency-mqtt1883-e24f6577,True
